UID Route,OD Pair Name,Departure,Arrival,Num. of Flights,Cruise Time (min),Total Taxi/Idle (min),Fuel Consumption (kg/pax/mi),CO2 (kg/pax/mi),HC (kg/pax/mi),CO (kg/pax/mi),NOx (kg/pax/mi),NOx Dep Airport (kg/pax/mi),NOx Arr Airport (kg/pax/mi),PM (kg/pax/mi),PM Dep Airport (kg/pax/mi),PM Arr Airport (kg/pax/mi),Pax,Distance (mi),True Dist (mi),Dep Lat,Dep Lon,Arr Lat,Arr Lon,Route Type,Common A/C Type,CO2 Community,Upper/Lower Half,Speed Ratio,Freq. Alice Equivalent,Freq. ZA Equivalent,Flight Hr. Coef,Num. Jet AC,EA EF (kg CO2 eq),ZA EF (kg CO2 eq)
ONTRNO,ONTRNO,ONT,RNO,15,56.1,15.83333333,0.19476205600000002,0.6137537710000001,0.00024508,0.000907169,0.0032463509999999998,0.000595772,9.590000000000001e-05,2.26e-05,1.29e-06,3.13e-07,99.2,325.2396416,394.0744539272252,34.05599976,-117.60099790000001,39.49909973,-119.7679977,Domestic Out-of-CA,A306,9.206306571,0,2.0454545454545454,165.0,105.0,0.0007637962962777779,0.004706574074069445,0.1298,3.7754140539999996
ONTSAN,ONTSAN,ONT,SAN,116,19.08275862,15.84482759,0.29014170300000003,0.914981928,0.000207048,0.001595216,0.005083037,0.001642043,0.000273795,2.34e-05,3.5e-06,1.82e-07,94.97626822,94.18194629999999,94.18194629999999,34.05599976,-117.60099790000001,32.73360062,-117.1900024,Intra-CA,B737,106.1379037,0,2.059090909090909,1276.0,812.0,0.0003446553465823232,0.01254207407367037,0.1298,3.7754140539999996
SANONT,ONTSAN,SAN,ONT,40,17.975,25.4,0.351185234,1.107782023,0.000387364,0.002403072,0.0060682390000000004,0.002322258,0.00040833300000000004,2.44e-05,2.9e-06,2.35e-07,107.5037969,94.18194629999999,94.18194629999999,32.73360062,-117.1900024,34.05599976,-117.60099790000001,Intra-CA,B737,44.3112809,0,2.059090909090909,480.0,320.0,0.00038506755050505057,0.004114074074074074,0.2097,5.432096276
ONTSBD,ONTSBD,ONT,SBD,91,2.3087912090000002,16.7967033,0.9184065020000001,2.900944141,0.000996119,0.0061561509999999995,0.01806124,0.013851742,0.002198543,2.7300000000000003e-05,1.3000000000000001e-05,1.32e-06,110.525985,21.16645539,21.16645539,34.05599976,-117.60099790000001,34.09540176,-117.2350006,Intra-CA,B752,263.9859168,1,2.0954545454545452,1183.0,728.0,0.00015852594629669193,0.0013668888890222223,0.1298,3.7754140539999996
ONTSNA,ONTSNA,ONT,SNA,36,3.6,18.22222222,0.630978193,1.992827417,0.0021112929999999998,0.0073168930000000005,0.010730125,0.007819143,0.001283399,2.95e-05,1.49e-05,1.61e-06,77.21306818,30.37563939,30.37563939,34.05599976,-117.60099790000001,33.67570114,-117.86799620000001,Intra-CA,BE400,71.74178701,1,2.0318181818181817,324.0,216.0,0.00018020426485858583,0.0008037407407333333,0.1298,3.7754140539999996
SNAONT,ONTSNA,SNA,ONT,13,11.25384615,17.88461538,2.034073106,6.423319395,0.017308703999999998,0.041968125,0.030584097999999997,0.021653316000000002,0.0030616590000000004,0.000148018,4.9e-05,4.94e-06,25.30944056,30.37563939,30.37563939,33.67570114,-117.86799620000001,34.05599976,-117.60099790000001,Intra-CA,BE400,83.50315213,1,2.0318181818181817,39.0,26.0,0.000264724358905303,0.0008426111108277776,0.1298,3.7754140539999996
ONTVNY,ONTVNY,ONT,VNY,12,10.68333333,14.83333333,1.7273796719999999,5.450642215,0.001673196,0.014720043,0.021201351,0.009807115,0.002183251,0.00013277799999999998,1.15e-05,1.5e-06,10.25,52.04453386,52.04453386,34.05599976,-117.60099790000001,34.20980072,-118.4899979,Intra-CA,BD700,65.40770658,1,2.213636363636364,24.0,12.0,0.0002521241581896465,0.0007363703701444444,0.1298,3.7754140539999996
VNYONT,ONTVNY,VNY,ONT,15,10.5,17.16666667,1.7422726469999998,5.497423916,0.001840139,0.015333023000000001,0.021534192999999997,0.00953153,0.0021036920000000003,0.000130015,1.3500000000000001e-05,1.61e-06,9.933333333,52.04453386,52.04453386,34.20980072,-118.4899979,34.05599976,-117.60099790000001,Intra-CA,BD700,82.46135874,1,2.213636363636364,30.0,15.0,0.0002628324916010101,0.0009084259259305557,0.3211,8.998573784
SFOOTH,OTHSFO,SFO,OTH,328,61.56646341,31.17682927,0.175997325,0.554718869,0.000127634,0.0012274710000000002,0.001353893,0.00023374,5.8200000000000005e-05,2.44e-05,2.08e-06,1.68e-07,34.45825963,307.6364132,411.9895057745541,37.61899948,-122.375,43.417099,-124.2460022,Domestic Out-of-CA,CL600RJ,181.9477892,0,1.9272727272727272,1312.0,984.0,0.0008707344173040405,0.1133441851767926,0.024,0.7128
PGAVNY,PGAVNY,PGA,VNY,16,63.0375,17.3125,0.602644896,1.899067487,0.000248344,0.004256964,0.005400008,0.002001755,0.000424027,6.21e-05,3.61e-06,3.7299999999999997e-07,10.875,203.0401699,438.49050644742556,36.92610168,-111.447998,34.20980072,-118.4899979,Domestic Out-of-CA,G400,30.38507979,1,2.1522727272727273,32.0,16.0,0.0008882577335858586,0.0056392037037037036,0.44380000000000003,11.174360559999998
VNYPGA,PGAVNY,VNY,PGA,17,51.68823529,19.67647059,0.588969097,1.8569962169999998,0.000394926,0.004648199,0.006107164,0.002044425,0.000449028,6.52e-05,3.42e-06,3.4899999999999996e-07,10.64705882,203.0401699,438.49050644742556,34.20980072,-118.4899979,36.92610168,-111.447998,Domestic Out-of-CA,G400,31.5689357,1,2.1522727272727273,34.0,17.0,0.0007656869429195708,0.004923499999613889,0.3211,8.998573784
PHXVNY,PHXVNY,PHX,VNY,45,57.36666667,18.1,0.523992253,1.651008309,0.000161113,0.0032243429999999997,0.0061050390000000005,0.001351293,0.00031416,6.0299999999999995e-05,2.05e-06,1.92e-07,12.21481482,231.1187858,376.39091394950736,33.43429947,-112.012001,34.20980072,-118.4899979,Domestic Out-of-CA,C680,74.29537389,1,2.090909090909091,90.0,45.0,0.0008052693603080807,0.014445833334166666,0.3645,9.343433683999999
VNYPHX,PHXVNY,VNY,PHX,29,56.92758621,19.94827586,0.530003391,1.670397411,0.00019790700000000001,0.0035088359999999996,0.006967521999999999,0.0011687639999999999,0.00029431,5.539999999999999e-05,2.18e-06,2.03e-07,12.781609199999998,231.1187858,376.39091394950736,34.20980072,-118.4899979,33.43429947,-112.012001,Domestic Out-of-CA,C680,48.44152492,1,2.090909090909091,58.0,29.0,0.0008104371299444444,0.009243759259753702,0.3211,8.998573784
PSPSAN,PSPSAN,PSP,SAN,30,16.76666667,15.36666667,0.34740201,1.0953504459999999,0.00021542900000000003,0.00220999,0.005154688,0.001276903,0.000269867,2.2800000000000002e-05,2.92e-06,4.42e-07,36.53333333,85.25835725,85.25835725,33.82970047,-116.50700379999999,32.73360062,-117.1900024,Intra-CA,C680,32.86051338,0,2.090909090909091,150.0,90.0,0.0003184680135252525,0.002856296296861111,0.1298,3.7754140539999996
SANPSP,PSPSAN,SAN,PSP,34,17.33529412,19.08823529,0.278398498,0.877867125,0.000195672,0.001992817,0.003990209000000001,0.0010894189999999999,0.000245699,1.7800000000000002e-05,2.47e-06,1.15e-07,49.83823529,85.25835725,85.25835725,32.73360062,-117.1900024,33.82970047,-116.50700379999999,Intra-CA,C680,29.84748225,0,2.090909090909091,204.0,136.0,0.0003457486631060606,0.0033562592596907406,0.2097,5.432096276
PSPSBA,PSPSBA,PSP,SBA,12,31.93333333,16.75,0.84360623,2.65909754,0.000344497,0.00540954,0.010277981,0.00166483,0.00038993,7.06e-05,1.81e-06,1.9e-07,9.166666667000001,195.4076471,195.4076471,33.82970047,-116.50700379999999,34.42620087,-119.8399963,Intra-CA,C680,31.90917048,1,2.090909090909091,12.0,12.0,0.0005023316497929293,0.002155166666444445,0.1298,3.7754140539999996
SBAPSP,PSPSBA,SBA,PSP,20,30.5,19.2,0.522350274,1.646685594,0.000246711,0.003826413,0.006230275,0.001119641,0.000294799,5.5799999999999994e-05,2.36e-06,2.77e-07,14.700110500000001,195.4076471,195.4076471,34.42620087,-119.8399963,33.82970047,-116.50700379999999,Intra-CA,C680,32.93371189,1,2.090909090909091,40.0,20.0,0.0004992929292929293,0.003437222222222222,0.0436,0.9828583332999999
PSPSJC,PSPSJC,PSP,SJC,182,58.83626374,17.60989011,0.247434166,0.779720559,5.3299999999999995e-05,0.0012504,0.002996145,0.000238597,6.57e-05,2.4299999999999998e-05,6.94e-07,7.17e-08,31.417495199999998,390.4349691,390.4349691,33.82970047,-116.50700379999999,37.362598,-121.929001,Intra-CA,E175,141.9091417,0,1.9545454545454546,728.0,546.0,0.0007750446775858585,0.05990303704081667,0.1298,3.7754140539999996
SJCPSP,PSPSJC,SJC,PSP,178,53.88651685,17.63483146,0.23036873800000002,0.725993963,3.86e-05,0.001102511,0.002761345,0.000261247,8e-05,2.11e-05,3.98e-07,3.02e-08,31.64352595,390.4349691,390.4349691,37.362598,-121.929001,33.82970047,-116.50700379999999,Intra-CA,E175,129.2269255,0,1.9545454545454546,712.0,534.0,0.0007214359890580809,0.05369214814424815,0.0436,0.9828583332999999
PSPSNA,PSPSNA,PSP,SNA,40,14.875,19.425,1.381329706,4.359206383,0.008309726,0.024185562999999997,0.018508718,0.009913999,0.001608128,9.49e-05,2.3800000000000003e-05,2.51e-06,9.5,79.06880587,79.06880587,33.82970047,-116.50700379999999,33.67570114,-117.86799620000001,Intra-CA,C680,174.36825530000002,1,2.090909090909091,80.0,40.0,0.00031904040404040403,0.0034030555555555554,0.1298,3.7754140539999996
SNAPSP,PSPSNA,SNA,PSP,36,15.07222222,19.47222222,1.504077519,4.746547261,0.010763088,0.02967993,0.02074533,0.011031087,0.001777379,0.000110299,2.3899999999999998e-05,2.54e-06,9.444444444,79.06880587,79.06880587,33.67570114,-117.86799620000001,33.82970047,-116.50700379999999,Intra-CA,C680,170.8757014,1,2.090909090909091,36.0,36.0,0.0003215937148888888,0.0031023518513999997,0.1298,3.7754140539999996
PSPTRM,PSPTRM,PSP,TRM,21,0.90952381,19.78571429,2.446680163,7.730301772000001,0.009034526,0.035618982,0.032592473999999996,0.025814322999999997,0.005324548,3.87e-05,2.8899999999999998e-05,3.7e-06,9.714285713999999,24.39381654,24.39381654,33.82970047,-116.50700379999999,33.62670135,-116.1600037,Intra-CA,C680,162.3363372,1,2.090909090909091,42.0,21.0,0.00015881914384848484,0.00015800000006388888,0.1298,3.7754140539999996
PSPVNY,PSPVNY,PSP,VNY,48,22.95416667,20.02083333,0.9454134470000001,2.981290871,0.0012673,0.009260566999999999,0.011429061,0.003460659,0.0007129419999999999,6.86e-05,5.09e-06,5.05e-07,11.47222222,116.78217509999999,116.78217509999999,33.82970047,-116.50700379999999,34.20980072,-118.4899979,Intra-CA,C680,143.1019618,1,2.090909090909091,96.0,48.0,0.000416199494969697,0.0062407592601333335,0.1298,3.7754140539999996
VNYPSP,PSPVNY,VNY,PSP,48,22.0375,17.79166667,0.910615017,2.8716353139999997,0.001236816,0.00865364,0.010900699,0.003383266,0.000704158,6.56e-05,5.31e-06,5.32e-07,11.49305556,116.78217509999999,116.78217509999999,34.20980072,-118.4899979,33.82970047,-116.50700379999999,Intra-CA,C680,137.8384951,1,2.090909090909091,96.0,48.0,0.00039316708756060605,0.005986407407422223,0.3211,8.998573784
SMFRNO,RNOSMF,SMF,RNO,29,19.65172414,17.94827586,0.261985946,0.826115026,0.000315777,0.00196965,0.003974813,0.001385896,0.000284564,1.89e-05,3.53e-06,2.89e-07,55.62245243,97.9212225,112.58581350248707,38.69540024,-121.5910034,39.49909973,-119.7679977,Domestic Out-of-CA,E175,23.95733576,0,1.9545454545454546,203.0,116.0,0.0003514359108434343,0.0032328333336611105,0.1953,4.3213968000000005
RNOSNA,RNOSNA,RNO,SNA,18,62.87777778,16.5,0.562126962,1.771406711,0.00235957,0.006363533,0.006560919,0.0034008909999999996,0.000523609,7.58e-05,7.22e-06,7.729999999999999e-07,8.555555556,351.7879133,415.1807299272535,39.49909973,-119.7679977,33.67570114,-117.86799620000001,Domestic Out-of-CA,C680,31.8853208,1,2.090909090909091,18.0,18.0,0.0008603984287575758,0.006326777778,0.547,11.4239039
SNARNO,RNOSNA,SNA,RNO,18,61.76666667,17.44444444,0.41868243200000005,1.319776696,0.0013557970000000002,0.004036437,0.005597409,0.001730045,0.000278088,4.96e-05,3.86e-06,5.61e-07,16.02777778,351.7879133,415.1807299272535,33.67570114,-117.86799620000001,39.49909973,-119.7679977,Domestic Out-of-CA,C680,23.75598052,1,2.090909090909091,36.0,36.0,0.0008527384960858585,0.006217240741066667,0.1298,3.7754140539999996
RNOVNY,RNOVNY,RNO,VNY,27,50.35925926,18.42592593,0.5865785729999999,1.8481188419999999,0.000350871,0.0034020070000000003,0.007715491,0.001295324,0.000304845,7.55e-05,1.95e-06,2.1100000000000002e-07,8.814814815,313.8590416,371.5319820819716,39.49909973,-119.7679977,34.20980072,-118.4899979,Domestic Out-of-CA,C680,49.89920873,1,2.090909090909091,27.0,27.0,0.0007256808829343435,0.007617203703825001,0.547,11.4239039
VNYRNO,RNOVNY,VNY,RNO,28,50.56428571,18.82142857,0.634796841,2.000814584,0.001148626,0.005263973000000001,0.008234287,0.001696311,0.00033157300000000005,7.2e-05,3.03e-06,3.19e-07,8.964285713999999,313.8590416,371.5319820819716,34.20980072,-118.4899979,39.49909973,-119.7679977,Domestic Out-of-CA,C680,56.02280836,1,2.090909090909091,28.0,28.0,0.0007302597402020201,0.007932240740070371,0.3211,8.998573784
SACSFO,SACSFO,SAC,SFO,12,21.93333333,19.66666667,1.579692776,4.980129379,0.0007881019999999999,0.011824435,0.018565182,0.004241887,0.001182229,9.67e-05,1.27e-06,1.54e-07,9.5,78.17008613,78.17008613,38.51250076,-121.49299620000001,37.61899948,-122.375,Intra-CA,C750,59.76155255,1,2.4,24.0,12.0,0.0004400370370111111,0.0014917407405222222,0.1953,4.3213968000000005
SFOSAC,SACSFO,SFO,SAC,16,11.225,27.875,0.72085072,2.274120786,0.00054727,0.006795869,0.007780918,0.002724641,0.000601215,3.32e-05,2.77e-06,2.96e-07,15.20402807,78.17008613,78.17008613,37.61899948,-122.375,38.51250076,-121.49299620000001,Intra-CA,C750,36.38593258,1,2.4,32.0,16.0,0.0003428611111111111,0.0010492962962962962,0.024,0.7128
SJCSAC,SACSJC,SJC,SAC,12,15.76666667,19.16666667,0.376449343,1.186964863,0.000338715,0.003019875,0.004449028,0.001076724,0.000277671,1.99e-05,1.68e-06,1.7e-07,25.01021414,82.80639272,82.80639272,37.362598,-121.929001,38.51250076,-121.49299620000001,Intra-CA,C750,14.24357836,0,2.4,36.0,24.0,0.0003550370371,0.0010800740742999998,0.0436,0.9828583332999999
VNYSAC,SACVNY,VNY,SAC,13,43.33076923,18.42307692,0.6032024770000001,1.90152025,0.000933127,0.004561728,0.007006338000000001,0.001366442,0.000257585,5.7999999999999994e-05,2.19e-06,2.25e-07,9.461538462,340.62689680000005,340.62689680000005,34.20980072,-118.4899979,38.51250076,-121.49299620000001,Intra-CA,C680,24.71976324,1,2.090909090909091,13.0,13.0,0.0006440209789949495,0.003159925925866667,0.3211,8.998573784
SANSBA,SANSBA,SAN,SBA,41,28.83170732,19.86585366,0.622868593,1.964230972,0.001948435,0.007200518,0.007812817,0.0024809289999999998,0.00043539800000000003,4.45e-05,4.52e-06,4.69e-07,13.06441802,192.2795154,192.2795154,32.73360062,-117.1900024,34.42620087,-119.8399963,Intra-CA,C680,80.53346984,1,2.090909090909091,82.0,41.0,0.00048361295889898985,0.006668833334005555,0.2097,5.432096276
SBASAN,SANSBA,SBA,SAN,44,29.50909091,16.72727273,0.621873958,1.9608381990000001,0.001466939,0.006304441,0.008300941,0.002286846,0.00043088199999999994,4.98e-05,3.55e-06,3.7600000000000003e-07,12.628207699999999,192.2795154,192.2795154,34.42620087,-119.8399963,32.73360062,-117.1900024,Intra-CA,C680,86.27688078,1,2.090909090909091,88.0,44.0,0.0004740449954343435,0.007309592592825926,0.0436,0.9828583332999999
SANSBD,SANSBD,SAN,SBD,38,19.31052632,21.13157895,0.487762574,1.538540126,0.000760418,0.00355285,0.009628711,0.00358655,0.000547754,2.72e-05,3.13e-06,1.75e-07,113.02630740000001,93.88792414,93.88792414,32.73360062,-117.1900024,34.09540176,-117.2350006,Intra-CA,B763,58.46452477,1,2.090909090909091,494.0,304.0,0.00038004518879292934,0.004175296297194445,0.2097,5.432096276
SANSNA,SANSNA,SAN,SNA,154,16.54155844,21.31818182,1.309235854,4.130850421,0.006860349,0.020872985,0.017763602,0.008359755,0.001386251,8.62e-05,1.83e-05,1.79e-06,11.62987013,75.88174786,75.88174786,32.73360062,-117.1900024,33.67570114,-117.86799620000001,Intra-CA,C680,636.1509649000001,1,2.090909090909091,308.0,154.0,0.000348917093,0.014554592591285186,0.2097,5.432096276
SNASAN,SANSNA,SNA,SAN,100,16.02,18.66,1.588322217,5.012036182,0.007882331,0.023305534,0.021932382,0.011290608,0.0018079860000000001,0.000111623,2.44e-05,2.37e-06,10.58,75.88174786,75.88174786,33.67570114,-117.86799620000001,32.73360062,-117.1900024,Intra-CA,C680,501.2036182,1,2.090909090909091,200.0,100.0,0.00032809090909090906,0.009136666666666664,0.1298,3.7754140539999996
SANTRM,SANTRM,SAN,TRM,28,11.81428571,21.35714286,1.327155214,4.190229177,0.0052849590000000005,0.020285615,0.017808877,0.011422905,0.002185106,6.73e-05,1.32e-05,1.74e-06,9.214285713999999,85.73661893,85.73661893,32.73360062,-117.1900024,33.62670135,-116.1600037,Intra-CA,C680,117.3264169,1,2.090909090909091,28.0,28.0,0.00029422077918686866,0.0019110370363777777,0.2097,5.432096276
TRMSAN,SANTRM,TRM,SAN,28,15.74285714,19.85714286,1.197005301,3.7754469339999996,0.002535893,0.015357051000000002,0.016496758,0.006102697,0.0013194110000000002,6.929999999999999e-05,7.33e-06,7.729999999999999e-07,8.357142857000001,85.73661893,85.73661893,33.62670135,-116.1600037,32.73360062,-117.1900024,Intra-CA,C680,105.7125142,1,2.090909090909091,28.0,28.0,0.0003315223665050505,0.002518259258822222,0.2809,6.02298322
SANVNY,SANVNY,SAN,VNY,220,24.47272727,19.63636364,1.077276219,3.396776037,0.000880064,0.008811675,0.011863385,0.0030459470000000002,0.0006687389999999999,8.7e-05,5.12e-06,5.41e-07,9.918181817999999,126.44138970000002,126.44138970000002,32.73360062,-117.1900024,34.20980072,-118.4899979,Intra-CA,G400,747.2907280000001,1,2.1522727272727273,440.0,220.0,0.0004400463728066919,0.030451666663407404,0.2097,5.432096276
VNYSAN,SANVNY,VNY,SAN,210,23.0047619,17.01428571,1.002375767,3.160654379,0.001079822,0.008691373,0.011354699,0.003100325,0.00062151,7.190000000000001e-05,4.92e-06,4.53e-07,9.647619048,126.44138970000002,126.44138970000002,34.20980072,-118.4899979,32.73360062,-117.1900024,Intra-CA,G400,663.7374196000001,1,2.1522727272727273,420.0,210.0,0.0004079267074709596,0.027303888883249996,0.3211,8.998573784
SBASJC,SBASJC,SBA,SJC,132,33.05454545,17.13636364,0.5332002889999999,1.680934735,0.000636643,0.00392927,0.007131986,0.001412155,0.000301055,5.22e-05,1.93e-06,2.52e-07,14.03030303,233.907068,233.907068,34.42620087,-119.8399963,37.362598,-121.929001,Intra-CA,C680,221.88338509999997,1,2.090909090909091,264.0,132.0,0.0005175022956515151,0.02453377777448889,0.0436,0.9828583332999999
SJCSBA,SBASJC,SJC,SBA,88,34.17954545,16.85227273,0.626271823,1.974219954,0.0005038880000000001,0.004682348,0.008560716999999999,0.001394654,0.000338144,5.19e-05,1.28e-06,1.33e-07,11.57954545,233.907068,233.907068,37.362598,-121.929001,34.42620087,-119.8399963,Intra-CA,C680,173.7313559,1,2.090909090909091,176.0,88.0,0.0005289921946363636,0.016903537034837036,0.0436,0.9828583332999999
SBASNA,SBASNA,SBA,SNA,40,24.75,19.25,1.373729625,4.334604365,0.009066824,0.02373039,0.018532511,0.009505897,0.001455603,0.000122038,2.09e-05,2.26e-06,8.725,124.396948,124.396948,34.42620087,-119.8399963,33.67570114,-117.86799620000001,Intra-CA,BE400,173.3841746,1,2.0318181818181817,40.0,40.0,0.00042465277777777776,0.005596851851851852,0.0436,0.9828583332999999
SNASBA,SBASNA,SNA,SBA,48,23.35,18.45833333,1.119786676,3.5330580030000003,0.007043153000000001,0.018559546,0.014868707,0.0073022009999999995,0.001091868,9.6e-05,1.5399999999999998e-05,1.61e-06,10.54936605,124.396948,124.396948,33.67570114,-117.86799620000001,34.42620087,-119.8399963,Intra-CA,BE400,169.58678419999998,1,2.0318181818181817,96.0,48.0,0.0004044515993080808,0.006339370370355556,0.1298,3.7754140539999996
SBAVNY,SBAVNY,SBA,VNY,77,15.203896100000001,17.85064935,1.273132862,4.015515242,0.000578398,0.011152045,0.013478983,0.004672738,0.001046305,7.759999999999999e-05,3.99e-06,4.1e-07,10.5974026,78.63402139,78.63402139,34.42620087,-119.8399963,34.20980072,-118.4899979,Intra-CA,G400,309.1946736,1,2.1522727272727273,154.0,77.0,0.0003192976681906566,0.0066803518501805555,0.0436,0.9828583332999999
VNYSBA,SBAVNY,VNY,SBA,73,13.48356164,17.76027397,1.184138951,3.735436574,0.000580964,0.010626084,0.012087532,0.004602157,0.0009883960000000001,7.140000000000001e-05,6.58e-06,6.4e-07,10.56164384,78.63402139,78.63402139,34.20980072,-118.4899979,34.42620087,-119.8399963,Intra-CA,G400,272.6868699,1,2.1522727272727273,146.0,73.0,0.0002982254219681818,0.0056350185169453705,0.3211,8.998573784
SBPSJC,SBPSJC,SBP,SJC,34,26.15882353,17.14705882,0.868434292,2.737542351,0.00038720599999999997,0.0062845290000000005,0.012002489,0.002207306,0.000556211,8.28e-05,1.72e-06,1.9e-07,8.941176471,163.2238371,163.2238371,35.23680115,-120.6419983,37.362598,-121.929001,Intra-CA,C680,93.07643995,1,2.090909090909091,34.0,34.0,0.0004374598930353536,0.005016814814914815,0.0436,0.9828583332999999
SJCSBP,SBPSJC,SJC,SBP,32,27.725,16.0,0.707226674,2.229141969,0.000327639,0.004747441,0.009550459,0.001476371,0.00039849,5.2900000000000005e-05,1.75e-06,1.85e-07,10.8125,163.2238371,163.2238371,37.362598,-121.929001,35.23680115,-120.6419983,Intra-CA,C680,71.332543,1,2.090909090909091,64.0,32.0,0.00044928030303030303,0.004996740740740742,0.0436,0.9828583332999999
SBPVNY,SBPVNY,SBP,VNY,12,23.6,17.91666667,0.961229605,3.0308111189999996,0.000477573,0.0073831059999999995,0.011290028,0.002620285,0.000650035,8.97e-05,5.46e-06,6.070000000000001e-07,9.416666667000001,141.4613796,141.4613796,35.23680115,-120.6419983,34.20980072,-118.4899979,Intra-CA,C680,36.36973343,1,2.090909090909091,12.0,12.0,0.000412011784530303,0.0016009074074111113,0.0436,0.9828583332999999
SCKSFO,SCKSFO,SCK,SFO,12,10.6,18.5,1.155793091,3.645876195,0.000909223,0.009455995,0.013378953,0.004529973,0.001328752,6.159999999999999e-05,6.17e-06,7.11e-07,9.0,65.08642577,65.08642577,37.89419937,-121.237999,37.61899948,-122.375,Intra-CA,C680,43.75051434,1,2.090909090909091,12.0,12.0,0.0002642424242424242,0.000734888888888889,0.0436,0.9828583332999999
SFOSCK,SCKSFO,SFO,SCK,12,9.6,27.5,1.28356427,4.050058022,0.001026803,0.014990666000000001,0.013815362,0.005809393,0.0014172529999999998,6.45e-05,8.69e-06,8.440000000000001e-07,9.666666667000001,65.08642577,65.08642577,37.61899948,-122.375,37.89419937,-121.237999,Intra-CA,C680,48.60069627,1,2.090909090909091,24.0,12.0,0.00030262626262626266,0.0006782222222222223,0.024,0.7128
SCKSJC,SCKSJC,SCK,SJC,18,11.54444444,14.94444444,1.4184468590000001,4.472432764,0.001210129,0.013112718,0.019343857,0.005496899,0.001492435,6.28e-05,9.679999999999999e-07,4.6200000000000003e-08,8.0,52.73186727,52.73186727,37.89419937,-121.237999,37.362598,-121.929001,Intra-CA,C680,80.50378975,1,2.090909090909091,18.0,18.0,0.00025546015705050503,0.0011908518514,0.0436,0.9828583332999999
SJCSCK,SCKSJC,SJC,SCK,16,10.975,19.75,0.706475709,2.2276661680000003,0.000594224,0.007933707,0.009539248,0.002736185,0.000871336,3.35e-05,9.070000000000001e-07,4.0199999999999996e-08,17.47757118,52.73186727,52.73186727,37.362598,-121.929001,37.89419937,-121.237999,Intra-CA,C680,35.64265869,1,2.090909090909091,32.0,32.0,0.0002755429292929293,0.001015037037037037,0.0436,0.9828583332999999
SCKSNA,SCKSNA,SCK,SNA,20,51.8,16.95,0.7089319559999999,2.234291658,0.0009400989999999999,0.006151167,0.010815151,0.001256007,0.000300339,5.2000000000000004e-05,1.29e-06,1.2699999999999999e-07,8.0,346.9647411,346.9647411,37.89419937,-121.237999,33.67570114,-117.86799620000001,Intra-CA,C680,44.68583316,1,2.090909090909091,20.0,20.0,0.0007342171717171715,0.005799722222222222,0.0436,0.9828583332999999
SNASCK,SCKSNA,SNA,SCK,16,51.6625,17.3125,0.709155291,2.235051163,0.0009385639999999999,0.0064905,0.010524789,0.001361506,0.000323593,5.39e-05,1.59e-06,1.67e-07,8.25,346.9647411,346.9647411,33.67570114,-117.86799620000001,37.89419937,-121.237999,Intra-CA,C680,35.76081861,1,2.090909090909091,16.0,16.0,0.0007346338383838383,0.004628092592592593,0.1298,3.7754140539999996
SCKVNY,SCKVNY,SCK,VNY,12,39.35,16.08333333,0.6779607809999999,2.137723878,0.0020855,0.007705711999999999,0.009156565,0.002722533,0.00048017199999999996,5.7799999999999995e-05,4.68e-06,5.06e-07,8.833333332999999,296.9513605,296.9513605,37.89419937,-121.237999,34.20980072,-118.4899979,Intra-CA,C680,25.65268654,1,2.090909090909091,12.0,12.0,0.0005847811447626263,0.002648870370366667,0.0436,0.9828583332999999
SDMSNA,SDMSNA,SDM,SNA,20,19.65,19.0,1.3210179690000001,4.16632111,0.001603136,0.01356018,0.013337487,0.0048698529999999995,0.000951785,7.31e-05,5.11e-06,4.96e-07,10.65,91.83350154,91.83350154,32.57229996,-116.9800034,33.67570114,-117.86799620000001,Intra-CA,G400,83.32642220000001,1,2.1522727272727273,40.0,20.0,0.00037884532828282827,0.002231296296296296,0.2097,5.432096276
SDMVNY,SDMVNY,SDM,VNY,30,26.66666667,17.53333333,1.000633151,3.154958614,0.00049263,0.008333084000000001,0.010502859,0.002782993,0.000595527,7.87e-05,1.92e-06,2.07e-07,10.96666667,142.6699334,142.6699334,32.57229996,-116.9800034,34.20980072,-118.4899979,Intra-CA,G400,94.64875841,1,2.1522727272727273,60.0,30.0,0.000454595959617298,0.004512314815361111,0.2097,5.432096276
SFOSJC,SFOSJC,SFO,SJC,312,10.88846154,23.08333333,1.6706702390000001,5.271021272,0.001906672,0.014328057,0.024886016,0.009963857,0.0018443970000000002,0.000103488,1.65e-05,1.49e-06,24.6197264,30.22135667,30.22135667,37.61899948,-122.375,37.362598,-121.929001,Intra-CA,C680,1644.5586369999999,1,2.090909090909091,936.0,624.0,0.00029305620305555553,0.019739518521088885,0.024,0.7128
SJCSFO,SFOSJC,SJC,SFO,342,6.44502924,20.12573099,1.0794334079999999,3.406714712,0.001685495,0.00996173,0.015382556,0.007295563000000001,0.001624865,5.93e-05,1.3500000000000001e-05,2.08e-06,27.74848488,30.22135667,30.22135667,37.362598,-121.929001,37.61899948,-122.375,Intra-CA,C680,1165.096432,1,2.090909090909091,1368.0,684.0,0.00022500945121717173,0.013101370370683334,0.0436,0.9828583332999999
